driverId,constructorId,engineId,lap#,pit,laps after pit,pos,time(min),time(ms)
846,1,2,33,0,18,12,1:28.994,88994
846,1,2,34,0,19,12,1:28.946,88946
846,1,2,35,0,20,12,1:29.088,89088
846,1,2,36,0,21,12,1:28.866,88866
846,1,2,37,0,22,12,1:28.734,88734
846,1,2,38,0,23,12,1:29.115,89115
846,1,2,39,0,24,12,1:29.253,89253
846,1,2,40,0,25,12,1:28.758,88758
846,1,2,41,0,26,12,1:29.173,89173
846,1,2,42,0,27,12,1:31.525,91525
846,1,2,43,0,28,12,1:29.600,89600
846,1,2,44,0,29,12,1:29.765,89765
846,1,2,45,0,30,12,1:29.168,89168
846,1,2,46,0,31,12,1:29.329,89329
846,1,2,47,0,32,12,1:29.777,89777
846,1,2,48,0,33,12,1:29.401,89401
846,1,2,49,0,34,12,1:31.570,91570
846,1,2,50,0,35,12,1:30.451,90451
846,1,2,51,0,36,12,1:32.058,92058
846,1,2,52,0,37,12,1:32.138,92138
846,1,2,53,0,38,12,1:30.759,90759
846,1,2,54,0,39,12,1:31.025,91025
846,1,2,55,0,40,12,1:30.822,90822
846,1,2,56,0,41,12,1:30.819,90819
846,1,2,57,0,42,12,1:31.074,91074
848,5,3,1,0,1,11,1:41.759,101759
848,5,3,2,0,2,11,1:31.716,91716
848,5,3,3,0,3,11,1:31.357,91357
848,5,3,4,0,4,11,1:31.421,91421
848,5,3,5,0,5,11,1:30.884,90884
848,5,3,6,0,6,11,1:31.474,91474
848,5,3,7,0,7,11,1:31.075,91075
848,5,3,8,0,8,11,1:30.875,90875
848,5,3,9,0,9,11,1:30.915,90915
848,5,3,10,0,10,11,1:30.989,90989
848,5,3,11,0,11,11,1:31.194,91194
848,5,3,12,0,12,10,1:31.165,91165
848,5,3,13,0,13,9,1:30.782,90782
848,5,3,14,1,0,15,1:48.191,108191
848,5,3,15,0,1,15,1:34.855,94855
848,5,3,16,0,2,15,1:31.273,91273
848,5,3,17,0,3,15,1:29.753,89753
848,5,3,18,0,4,15,1:29.804,89804
848,5,3,19,0,5,15,1:29.906,89906
848,5,3,20,0,6,15,1:30.037,90037
848,5,3,21,0,7,15,1:30.196,90196
848,5,3,22,0,8,15,1:30.366,90366
848,5,3,23,0,9,15,1:30.940,90940
848,5,3,24,0,10,15,1:30.210,90210
848,5,3,25,0,11,15,1:30.943,90943
848,5,3,26,0,12,16,1:32.977,92977
848,5,3,27,0,13,15,1:32.409,92409
848,5,3,28,0,14,15,1:30.335,90335
848,5,3,29,0,15,15,1:29.927,89927
848,5,3,30,0,16,14,1:29.784,89784
848,5,3,31,0,17,14,1:30.207,90207
848,5,3,32,0,18,14,1:29.457,89457
848,5,3,33,0,19,14,1:29.376,89376
848,5,3,34,0,20,14,1:29.265,89265
848,5,3,35,0,21,14,1:30.648,90648
848,5,3,36,0,22,14,1:29.308,89308
848,5,3,37,0,23,14,1:29.302,89302
848,5,3,38,0,24,14,1:29.168,89168
848,5,3,39,0,25,14,1:29.015,89015
848,5,3,40,0,26,14,1:28.765,88765
848,5,3,41,0,27,14,1:28.595,88595
848,5,3,42,0,28,14,1:28.491,88491
848,5,3,43,0,29,14,1:28.188,88188
848,5,3,44,0,30,14,1:28.897,88897
848,5,3,45,0,31,14,1:29.106,89106
848,5,3,46,0,32,14,1:28.835,88835
848,5,3,47,0,33,14,1:28.944,88944
848,5,3,48,0,34,14,1:29.790,89790
848,5,3,49,0,35,14,1:33.487,93487
848,5,3,50,0,36,14,1:29.708,89708
848,5,3,51,0,37,14,1:29.275,89275
848,5,3,52,0,38,14,1:29.853,89853
848,5,3,53,0,39,14,1:29.939,89939
848,5,3,54,0,40,14,1:29.740,89740
848,5,3,55,0,41,14,1:29.659,89659
848,5,3,56,0,42,14,1:30.894,90894
848,5,3,57,0,43,14,1:31.073,91073
815,211,0,1,0,1,12,1:42.296,102296
815,211,0,2,0,2,12,1:31.970,91970
815,211,0,3,0,3,12,1:31.356,91356
815,211,0,4,0,4,12,1:31.743,91743
815,211,0,5,0,5,12,1:31.400,91400
815,211,0,6,0,6,12,1:31.175,91175
815,211,0,7,0,7,12,1:31.143,91143
815,211,0,8,0,8,12,1:31.075,91075
815,211,0,9,0,9,12,1:31.058,91058
815,211,0,10,0,10,12,1:30.945,90945
815,211,0,11,0,11,12,1:30.850,90850
815,211,0,12,0,12,11,1:31.103,91103
815,211,0,13,1,0,16,1:50.063,110063
815,211,0,14,0,1,17,1:34.939,94939
815,211,0,15,0,2,16,1:29.916,89916
815,211,0,16,0,3,16,1:29.675,89675
815,211,0,17,0,4,16,1:30.215,90215
815,211,0,18,0,5,16,1:29.801,89801
815,211,0,19,0,6,16,1:29.935,89935
815,211,0,20,0,7,16,1:30.020,90020
815,211,0,21,0,8,16,1:29.481,89481
815,211,0,22,0,9,16,1:30.554,90554
815,211,0,23,0,10,16,1:30.759,90759
815,211,0,24,0,11,16,1:30.364,90364
815,211,0,25,0,12,16,1:30.696,90696
815,211,0,26,0,13,15,1:31.849,91849
815,211,0,27,0,14,14,1:29.691,89691
815,211,0,28,0,15,14,1:29.365,89365
815,211,0,29,0,16,14,1:29.835,89835
815,211,0,30,0,17,13,1:29.609,89609
815,211,0,31,0,18,13,1:29.686,89686
815,211,0,32,0,19,13,1:29.037,89037
815,211,0,33,0,20,13,1:29.162,89162
815,211,0,34,0,21,13,1:29.016,89016
815,211,0,35,0,22,13,1:29.381,89381
815,211,0,36,0,23,13,1:28.808,88808
815,211,0,37,0,24,13,1:29.264,89264
815,211,0,38,0,25,13,1:31.415,91415
815,211,0,39,0,26,13,1:29.176,89176
815,211,0,40,0,27,13,1:28.732,88732
815,211,0,41,0,28,13,1:28.485,88485
815,211,0,42,0,29,13,1:28.688,88688
815,211,0,43,0,30,13,1:28.664,88664
815,211,0,44,0,31,13,1:28.939,88939
815,211,0,45,0,32,13,1:28.738,88738
815,211,0,46,0,33,13,1:28.834,88834
815,211,0,47,0,34,13,1:29.781,89781
815,211,0,48,0,35,13,1:28.928,88928
815,211,0,49,0,36,13,1:29.246,89246
815,211,0,50,0,37,13,1:30.191,90191
815,211,0,51,0,38,13,1:32.162,92162
815,211,0,52,0,39,13,1:31.980,91980
815,211,0,53,0,40,13,1:30.966,90966
815,211,0,54,0,41,13,1:30.950,90950
815,211,0,55,0,42,13,1:30.797,90797
815,211,0,56,0,43,13,1:30.821,90821
815,211,0,57,0,44,13,1:31.061,91061
840,211,0,1,0,1,13,1:42.777,102777
840,211,0,2,0,2,13,1:32.014,92014
840,211,0,3,0,3,13,1:31.558,91558
840,211,0,4,0,4,13,1:31.612,91612
840,211,0,5,0,5,13,1:31.545,91545
840,211,0,6,0,6,13,1:31.104,91104
840,211,0,7,0,7,13,1:31.301,91301
840,211,0,8,0,8,13,1:31.318,91318
840,211,0,9,0,9,13,1:31.113,91113
840,211,0,10,0,10,13,1:30.976,90976
840,211,0,11,0,11,13,1:30.767,90767
840,211,0,12,0,12,12,1:31.081,91081
840,211,0,13,0,13,10,1:30.808,90808
840,211,0,14,0,14,8,1:30.138,90138
840,211,0,15,0,15,6,1:30.077,90077
840,211,0,16,0,16,6,1:29.590,89590
840,211,0,17,0,17,6,1:29.716,89716
840,211,0,18,0,18,6,1:29.565,89565
840,211,0,19,0,19,6,1:29.316,89316
840,211,0,20,0,20,6,1:29.234,89234
840,211,0,21,0,21,6,1:29.231,89231
840,211,0,22,0,22,6,1:29.290,89290
840,211,0,23,0,23,6,1:29.294,89294
840,211,0,24,0,24,6,1:29.130,89130
840,211,0,25,0,25,6,1:29.601,89601
840,211,0,26,0,26,6,1:29.175,89175
840,211,0,27,1,0,10,1:47.488,107488
840,211,0,28,0,1,10,1:34.000,94000
840,211,0,29,0,2,10,1:27.568,87568
840,211,0,30,0,3,10,1:28.019,88019
840,211,0,31,0,4,10,1:28.250,88250
840,211,0,32,0,5,10,1:28.599,88599
840,211,0,33,0,6,10,1:28.863,88863
840,211,0,34,0,7,10,1:28.830,88830
840,211,0,35,0,8,10,1:28.871,88871
840,211,0,36,0,9,10,1:28.674,88674
840,211,0,37,0,10,9,1:29.276,89276
840,211,0,38,0,11,9,1:28.908,88908
840,211,0,39,0,12,9,1:28.700,88700
840,211,0,40,0,13,9,1:28.784,88784
840,211,0,41,0,14,9,1:28.652,88652
840,211,0,42,0,15,9,1:28.477,88477
840,211,0,43,0,16,9,1:28.421,88421
840,211,0,44,0,17,9,1:28.563,88563
840,211,0,45,0,18,9,1:28.390,88390
840,211,0,46,0,19,9,1:28.377,88377
840,211,0,47,0,20,9,1:28.435,88435
840,211,0,48,0,21,9,1:28.570,88570
840,211,0,49,0,22,9,1:28.666,88666
840,211,0,50,0,23,9,1:28.977,88977
840,211,0,51,0,24,9,1:28.520,88520
840,211,0,52,0,25,9,1:28.545,88545
840,211,0,53,0,26,9,1:30.633,90633
840,211,0,54,0,27,9,1:28.014,88014
840,211,0,55,0,28,9,1:29.224,89224
840,211,0,56,0,29,9,1:28.922,88922
840,211,0,57,0,30,9,1:28.914,88914
832,1,2,1,0,-1,14,1:43.203,103203
832,1,2,2,0,-1,14,1:32.340,92340
832,1,2,3,0,-1,14,1:31.467,91467
832,1,2,4,0,-1,14,1:31.696,91696
832,1,2,5,0,-1,14,1:31.698,91698
832,1,2,6,0,-1,14,1:31.054,91054
832,1,2,7,0,-1,14,1:31.317,91317
832,1,2,8,0,-1,14,1:31.259,91259
832,1,2,9,0,-1,14,1:30.899,90899
826,5,3,1,0,1,15,1:43.893,103893
826,5,3,2,0,2,15,1:32.335,92335
826,5,3,3,0,3,15,1:31.493,91493
826,5,3,4,0,4,15,1:31.654,91654
826,5,3,5,0,5,15,1:31.726,91726
826,5,3,6,0,6,15,1:31.192,91192
826,5,3,7,0,7,15,1:31.168,91168
826,5,3,8,0,8,15,1:31.277,91277
826,5,3,9,0,9,15,1:31.119,91119
826,5,3,10,0,10,14,1:31.226,91226
826,5,3,11,0,11,14,1:30.191,90191
826,5,3,12,0,12,13,1:30.652,90652
826,5,3,13,0,13,11,1:30.803,90803
826,5,3,14,0,14,9,1:30.561,90561
826,5,3,15,0,15,7,1:29.760,89760
826,5,3,16,0,16,7,1:29.711,89711
826,5,3,17,0,17,7,1:29.692,89692
826,5,3,18,0,18,7,1:30.004,90004
826,5,3,19,0,19,7,1:29.404,89404
826,5,3,20,0,20,7,1:29.452,89452
826,5,3,21,0,21,7,1:29.203,89203
826,5,3,22,0,22,7,1:29.575,89575
826,5,3,23,0,23,7,1:29.611,89611
826,5,3,24,0,24,7,1:29.306,89306
826,5,3,25,0,25,7,1:29.167,89167
826,5,3,26,1,0,11,1:47.022,107022
826,5,3,27,0,1,11,1:35.659,95659
826,5,3,28,0,2,11,1:27.652,87652
826,5,3,29,0,3,11,1:28.039,88039
826,5,3,30,0,4,11,1:27.931,87931
826,5,3,31,0,5,11,1:28.350,88350
826,5,3,32,0,6,11,1:27.991,87991
826,5,3,33,0,7,11,1:27.926,87926
826,5,3,34,0,8,11,1:28.760,88760
826,5,3,35,0,9,11,1:28.617,88617
826,5,3,36,0,10,11,1:28.998,88998
826,5,3,37,0,11,11,1:34.774,94774
826,5,3,38,0,12,10,1:28.331,88331
826,5,3,39,0,13,10,1:27.448,87448
826,5,3,40,0,14,10,1:27.502,87502
826,5,3,41,0,15,10,1:27.728,87728
826,5,3,42,0,16,10,1:27.772,87772
826,5,3,43,0,17,10,1:28.103,88103
826,5,3,44,0,18,10,1:28.300,88300
826,5,3,45,0,19,10,1:28.460,88460
826,5,3,46,0,20,10,1:28.115,88115
826,5,3,47,0,21,10,1:28.501,88501
826,5,3,48,0,22,10,1:28.595,88595
826,5,3,49,0,23,10,1:28.522,88522
826,5,3,50,0,24,10,1:29.441,89441
826,5,3,51,0,25,10,1:30.419,90419
826,5,3,52,0,26,10,1:29.075,89075
826,5,3,53,0,27,10,1:28.094,88094
826,5,3,54,0,28,10,1:27.849,87849
826,5,3,55,0,29,10,1:28.975,88975
826,5,3,56,0,30,10,1:29.037,89037
826,5,3,57,0,31,10,1:28.999,88999
841,51,1,1,0,1,16,1:44.675,104675
841,51,1,2,0,2,17,1:33.661,93661
841,51,1,3,0,3,17,1:32.742,92742
841,51,1,4,0,4,17,1:32.091,92091
841,51,1,5,0,5,17,1:31.988,91988
841,51,1,6,0,6,17,1:31.639,91639
841,51,1,7,0,7,17,1:31.344,91344
841,51,1,8,0,8,17,1:31.159,91159
841,51,1,9,0,9,17,1:31.049,91049
841,51,1,10,0,10,16,1:31.198,91198
841,51,1,11,0,11,16,1:31.186,91186
841,51,1,12,0,12,15,1:30.968,90968
841,51,1,13,0,13,13,1:30.879,90879
841,51,1,14,0,14,12,1:30.752,90752
841,51,1,15,0,15,9,1:30.559,90559
841,51,1,16,0,16,9,1:31.580,91580
841,51,1,17,0,17,9,1:31.247,91247
841,51,1,18,0,18,10,1:32.479,92479
841,51,1,19,0,19,12,1:33.152,93152
841,51,1,20,0,20,12,1:31.351,91351
841,51,1,21,0,21,12,1:30.873,90873
841,51,1,22,0,22,12,1:31.135,91135
841,51,1,23,0,23,12,1:30.880,90880
841,51,1,24,0,24,12,1:30.877,90877
841,51,1,25,0,25,12,1:31.004,91004
841,51,1,26,0,26,14,1:33.701,93701
841,51,1,27,1,0,17,1:55.685,115685
841,51,1,28,0,1,17,1:34.894,94894
841,51,1,29,0,2,16,1:28.479,88479
841,51,1,30,0,3,15,1:29.031,89031
841,51,1,31,0,4,15,1:28.933,88933
841,51,1,32,0,5,15,1:32.099,92099
841,51,1,33,0,6,15,1:29.171,89171
841,51,1,34,0,7,15,1:31.663,91663
841,51,1,35,0,8,15,1:29.657,89657
841,51,1,36,0,9,15,1:29.196,89196
841,51,1,37,0,10,15,1:29.255,89255
841,51,1,38,0,11,15,1:29.066,89066
841,51,1,39,0,12,15,1:28.942,88942
841,51,1,40,0,13,15,1:28.796,88796
841,51,1,41,0,14,15,1:28.966,88966
841,51,1,42,0,15,15,1:30.348,90348
841,51,1,43,0,16,15,1:28.895,88895
841,51,1,44,0,17,15,1:29.395,89395
841,51,1,45,0,18,15,1:29.116,89116
841,51,1,46,0,19,15,1:28.852,88852
841,51,1,47,0,20,15,1:28.685,88685
841,51,1,48,0,21,15,1:28.875,88875
841,51,1,49,0,22,15,1:28.889,88889
841,51,1,50,0,23,15,1:28.978,88978
841,51,1,51,0,24,15,1:29.048,89048
841,51,1,52,0,25,15,1:29.140,89140
841,51,1,53,0,26,15,1:33.032,93032
841,51,1,54,0,27,15,1:29.284,89284
841,51,1,55,0,28,15,1:28.925,88925
841,51,1,56,0,29,15,1:29.076,89076
841,51,1,57,0,30,15,1:29.322,89322
842,9,3,1,0,1,17,1:45.008,105008
842,9,3,2,0,2,16,1:31.585,91585
842,9,3,3,0,3,16,1:31.406,91406
842,9,3,4,0,4,16,1:32.361,92361
842,9,3,5,0,5,16,1:31.171,91171
842,9,3,6,0,6,16,1:31.020,91020
842,9,3,7,0,7,16,1:31.165,91165
842,9,3,8,0,8,16,1:31.434,91434
842,9,3,9,0,9,16,1:31.161,91161
842,9,3,10,0,10,15,1:31.449,91449
842,9,3,11,0,11,15,1:30.129,90129
842,9,3,12,0,12,14,1:30.497,90497
842,9,3,13,0,13,12,1:31.143,91143
842,9,3,14,0,14,10,1:30.303,90303
842,9,3,15,0,15,8,1:29.907,89907
842,9,3,16,0,16,8,1:29.569,89569
842,9,3,17,0,17,8,1:29.830,89830
842,9,3,18,0,18,8,1:30.036,90036
842,9,3,19,0,19,8,1:29.250,89250
842,9,3,20,0,20,8,1:29.474,89474
842,9,3,21,0,21,8,1:29.155,89155
842,9,3,22,0,22,8,1:29.675,89675
842,9,3,23,0,23,8,1:29.645,89645
842,9,3,24,0,24,8,1:29.354,89354
842,9,3,25,0,25,8,1:29.272,89272
842,9,3,26,0,26,7,1:28.985,88985
842,9,3,27,0,27,6,1:28.412,88412
842,9,3,28,0,28,6,1:28.451,88451
842,9,3,29,0,29,6,1:28.713,88713
842,9,3,30,0,30,6,1:28.627,88627
842,9,3,31,0,31,6,1:28.966,88966
842,9,3,32,0,32,6,1:28.825,88825
842,9,3,33,0,33,6,1:29.207,89207
842,9,3,34,0,34,6,1:28.974,88974
842,9,3,35,0,35,6,1:29.590,89590
842,9,3,36,0,36,6,1:29.661,89661
842,9,3,37,1,0,10,1:47.175,107175
842,9,3,38,0,1,11,1:34.151,94151
842,9,3,39,0,2,11,1:27.229,87229
842,9,3,40,0,3,11,1:27.566,87566
842,9,3,41,0,4,11,1:27.915,87915
842,9,3,42,0,5,11,1:29.405,89405
842,9,3,43,0,6,11,1:28.219,88219
842,9,3,44,0,7,11,1:27.654,87654
842,9,3,45,0,8,11,1:27.828,87828
842,9,3,46,0,9,11,1:27.861,87861
842,9,3,47,0,10,11,1:28.231,88231
842,9,3,48,0,11,11,1:28.612,88612
842,9,3,49,0,12,11,1:28.451,88451
842,9,3,50,0,13,11,1:31.355,91355
842,9,3,51,0,14,11,1:28.957,88957
842,9,3,52,0,15,11,1:28.745,88745
842,9,3,53,0,16,11,1:28.224,88224
842,9,3,54,0,17,11,1:27.981,87981
842,9,3,55,0,18,11,1:28.544,88544
842,9,3,56,0,19,11,1:29.108,89108
842,9,3,57,0,20,11,1:28.874,88874
847,3,0,1,0,1,18,1:46.033,106033
847,3,0,2,0,2,18,1:33.355,93355
847,3,0,3,0,3,18,1:32.781,92781
847,3,0,4,0,4,18,1:32.743,92743
847,3,0,5,0,5,18,1:32.944,92944
847,3,0,6,0,6,18,1:32.537,92537
847,3,0,7,0,7,18,1:32.251,92251
847,3,0,8,0,8,18,1:32.579,92579
847,3,0,9,0,9,18,1:32.593,92593
847,3,0,10,0,10,17,1:32.412,92412
847,3,0,11,0,11,17,1:31.997,91997
847,3,0,12,0,12,17,1:32.384,92384
847,3,0,13,0,13,17,1:33.004,93004
847,3,0,14,0,14,16,1:32.319,92319
847,3,0,15,0,15,17,1:33.235,93235
847,3,0,16,0,16,17,1:32.137,92137
847,3,0,17,0,17,17,1:32.299,92299
847,3,0,18,0,18,17,1:32.118,92118
847,3,0,19,0,19,17,1:31.928,91928
847,3,0,20,0,20,17,1:31.645,91645
847,3,0,21,0,21,17,1:33.069,93069
847,3,0,22,0,22,17,1:31.812,91812
847,3,0,23,0,23,17,1:31.693,91693
847,3,0,24,0,24,17,1:31.681,91681
847,3,0,25,0,25,17,1:31.605,91605
847,3,0,26,1,0,18,1:49.321,109321
847,3,0,27,0,1,18,1:35.720,95720
847,3,0,28,0,2,18,1:29.491,89491
847,3,0,29,0,3,17,1:30.039,90039
847,3,0,30,0,4,16,1:30.045,90045
847,3,0,31,0,5,16,1:30.014,90014
847,3,0,32,0,6,16,1:31.934,91934
847,3,0,33,0,7,16,1:30.419,90419
847,3,0,34,0,8,16,1:30.558,90558
847,3,0,35,0,9,16,1:30.522,90522
847,3,0,36,0,10,16,1:30.393,90393
847,3,0,37,0,11,16,1:30.386,90386
847,3,0,38,0,12,16,1:30.397,90397
847,3,0,39,0,13,16,1:30.433,90433
847,3,0,40,0,14,16,1:30.381,90381
847,3,0,41,0,15,16,1:30.757,90757
847,3,0,42,1,0,16,1:50.261,110261
847,3,0,43,0,1,16,1:39.131,99131
847,3,0,44,0,2,16,1:28.783,88783
847,3,0,45,0,3,16,1:28.793,88793
847,3,0,46,0,4,16,1:29.356,89356
847,3,0,47,0,5,16,1:28.745,88745
847,3,0,48,0,6,16,1:29.216,89216
847,3,0,49,0,7,16,1:29.400,89400
847,3,0,50,0,8,16,1:32.851,92851
847,3,0,51,0,9,16,1:31.272,91272
847,3,0,52,0,10,16,1:30.906,90906
847,3,0,53,0,11,16,1:30.773,90773
847,3,0,54,0,12,16,1:33.570,93570
847,3,0,55,0,13,16,1:28.713,88713
847,3,0,56,0,14,16,1:31.271,91271
9,3,0,1,1,0,19,2:26.128,146128
9,3,0,2,0,1,19,1:39.740,99740
9,3,0,3,0,2,19,1:32.317,92317
9,3,0,4,0,3,20,1:33.683,93683
9,3,0,5,0,4,20,1:33.218,93218
9,3,0,6,0,5,20,1:32.625,92625
9,3,0,7,0,6,20,1:32.622,92622
9,3,0,8,0,7,20,1:32.346,92346
9,3,0,9,0,8,20,1:34.857,94857
9,3,0,10,0,9,19,1:36.562,96562
9,3,0,11,0,10,19,1:33.526,93526
9,3,0,12,0,11,19,1:34.236,94236
9,3,0,13,0,12,19,1:33.385,93385
9,3,0,14,0,13,19,1:35.470,95470
9,3,0,15,0,14,19,1:33.518,93518
9,3,0,16,0,15,19,1:32.374,92374
9,3,0,17,0,16,19,1:35.777,95777
9,3,0,18,0,17,19,1:32.374,92374
9,3,0,19,0,18,19,1:32.339,92339
9,3,0,20,0,19,19,1:35.249,95249
9,3,0,21,0,20,19,1:34.511,94511
9,3,0,22,0,21,19,1:38.197,98197
9,3,0,23,0,22,19,1:32.234,92234
9,3,0,24,0,23,19,1:32.265,92265
9,3,0,25,0,24,19,1:32.343,92343
9,3,0,26,0,25,19,1:32.580,92580
9,3,0,27,0,26,19,1:31.779,91779
9,3,0,28,1,0,19,1:50.779,110779
9,3,0,29,0,1,18,1:36.902,96902
9,3,0,30,0,2,17,1:29.284,89284
9,3,0,31,0,3,17,1:30.166,90166
9,3,0,32,0,4,17,1:30.858,90858
9,3,0,33,0,5,17,1:32.608,92608
9,3,0,34,0,6,17,1:30.905,90905
9,3,0,35,0,7,17,1:30.496,90496
9,3,0,36,0,8,17,1:30.751,90751
9,3,0,37,0,9,17,1:30.538,90538
9,3,0,38,0,10,17,1:30.149,90149
9,3,0,39,0,11,17,1:29.975,89975
9,3,0,40,0,12,17,1:30.358,90358
9,3,0,41,0,13,17,1:30.193,90193
9,3,0,42,0,14,17,1:30.407,90407
9,3,0,43,0,15,17,1:30.157,90157
9,3,0,44,1,0,17,1:48.376,108376
9,3,0,45,0,1,17,1:41.937,101937
9,3,0,46,0,2,17,1:30.081,90081
9,3,0,47,0,3,17,1:29.503,89503
9,3,0,48,0,4,17,1:32.494,92494
9,3,0,49,0,5,17,1:30.404,90404
9,3,0,50,0,6,17,1:30.028,90028
9,3,0,51,0,7,17,1:32.915,92915
9,3,0,52,0,8,17,1:31.023,91023
9,3,0,53,0,9,17,1:30.640,90640
9,3,0,54,0,10,17,1:30.478,90478
9,3,0,55,0,11,17,1:30.551,90551
817,4,2,1,1,0,20,2:28.213,148213
817,4,2,2,0,1,20,1:38.185,98185
817,4,2,3,0,2,20,1:32.091,92091
817,4,2,4,0,3,19,1:30.480,90480
817,4,2,5,0,4,19,1:30.631,90631
817,4,2,6,0,5,19,1:30.380,90380
817,4,2,7,0,6,19,1:30.092,90092
817,4,2,8,0,7,19,1:30.352,90352
817,4,2,9,0,8,19,1:30.185,90185
817,4,2,10,0,9,18,1:30.229,90229
817,4,2,11,0,10,18,1:30.223,90223
817,4,2,12,0,11,18,1:30.166,90166
817,4,2,13,0,12,18,1:30.078,90078
817,4,2,14,0,13,18,1:30.083,90083
817,4,2,15,0,14,18,1:30.667,90667
817,4,2,16,0,15,18,1:30.239,90239
817,4,2,17,0,16,18,1:31.569,91569
817,4,2,18,0,17,18,1:29.848,89848
817,4,2,19,0,18,18,1:30.027,90027
817,4,2,20,0,19,18,1:29.921,89921
817,4,2,21,0,20,18,1:30.464,90464
817,4,2,22,0,21,18,1:30.419,90419
817,4,2,23,0,22,18,1:30.246,90246
817,4,2,24,0,23,18,1:30.110,90110
817,4,2,25,0,24,18,1:30.501,90501
817,4,2,26,0,25,17,1:32.156,92156
817,4,2,27,0,26,16,1:31.034,91034
817,4,2,28,0,27,16,1:30.733,90733
